,OnlyDate,Geographic Zone,Product,Quantity Ordered,Year,Month,Day,DayOfWeek,Lag1,Lag7
1082,2019-03-16,Portland (OR),ThinkPad Laptop,1,2019,3,16,5,1.0,2.0
1081,2019-03-16,Portland (OR),AAA Batteries (4-pack),11,2019,3,16,5,17.0,7.0
1080,2019-03-16,Portland (ME),AAA Batteries (4-pack),1,2019,3,16,5,1.0,2.0
1078,2019-03-16,New York City (NY),AAA Batteries (4-pack),14,2019,3,16,5,12.0,20.0
1071,2019-03-16,Austin (TX),AAA Batteries (4-pack),3,2019,3,16,5,10.0,3.0
1076,2019-03-16,Los Angeles (CA),AAA Batteries (4-pack),21,2019,3,16,5,8.0,7.0
1075,2019-03-16,Dallas (TX),AAA Batteries (4-pack),3,2019,3,16,5,7.0,1.0
1074,2019-03-16,Boston (MA),ThinkPad Laptop,1,2019,3,16,5,1.0,1.0
1073,2019-03-16,Boston (MA),AAA Batteries (4-pack),11,2019,3,16,5,1.0,12.0
1072,2019-03-16,Austin (TX),ThinkPad Laptop,1,2019,3,16,5,1.0,2.0
1070,2019-03-16,Atlanta (GA),ThinkPad Laptop,1,2019,3,16,5,1.0,1.0
1069,2019-03-16,Atlanta (GA),AAA Batteries (4-pack),9,2019,3,16,5,6.0,2.0
1077,2019-03-16,Los Angeles (CA),ThinkPad Laptop,1,2019,3,16,5,3.0,1.0
1096,2019-03-17,New York City (NY),ThinkPad Laptop,3,2019,3,17,6,2.0,2.0
1100,2019-03-17,Seattle (WA),AAA Batteries (4-pack),10,2019,3,17,6,4.0,10.0
1099,2019-03-17,San Francisco (CA),ThinkPad Laptop,2,2019,3,17,6,2.0,3.0
1098,2019-03-17,San Francisco (CA),AAA Batteries (4-pack),15,2019,3,17,6,15.0,11.0
1097,2019-03-17,Portland (OR),AAA Batteries (4-pack),2,2019,3,17,6,11.0,2.0
1095,2019-03-17,New York City (NY),AAA Batteries (4-pack),11,2019,3,17,6,14.0,7.0
1094,2019-03-17,Los Angeles (CA),ThinkPad Laptop,2,2019,3,17,6,1.0,3.0
1092,2019-03-17,Dallas (TX),ThinkPad Laptop,2,2019,3,17,6,1.0,1.0
1091,2019-03-17,Dallas (TX),AAA Batteries (4-pack),9,2019,3,17,6,3.0,4.0
1090,2019-03-17,Boston (MA),ThinkPad Laptop,2,2019,3,17,6,1.0,1.0
1089,2019-03-17,Boston (MA),AAA Batteries (4-pack),8,2019,3,17,6,11.0,17.0
1088,2019-03-17,Austin (TX),AAA Batteries (4-pack),6,2019,3,17,6,3.0,2.0
1087,2019-03-17,Atlanta (GA),AAA Batteries (4-pack),11,2019,3,17,6,9.0,5.0
1093,2019-03-17,Los Angeles (CA),AAA Batteries (4-pack),24,2019,3,17,6,21.0,12.0
1113,2019-03-18,Seattle (WA),AAA Batteries (4-pack),5,2019,3,18,0,10.0,4.0
1114,2019-03-18,Seattle (WA),ThinkPad Laptop,1,2019,3,18,0,2.0,1.0
1112,2019-03-18,San Francisco (CA),ThinkPad Laptop,4,2019,3,18,0,2.0,2.0
1111,2019-03-18,San Francisco (CA),AAA Batteries (4-pack),15,2019,3,18,0,15.0,20.0
1110,2019-03-18,Portland (OR),ThinkPad Laptop,2,2019,3,18,0,1.0,1.0
1109,2019-03-18,Portland (OR),AAA Batteries (4-pack),3,2019,3,18,0,2.0,8.0
1108,2019-03-18,New York City (NY),ThinkPad Laptop,3,2019,3,18,0,3.0,1.0
1106,2019-03-18,Los Angeles (CA),AAA Batteries (4-pack),7,2019,3,18,0,24.0,9.0
1105,2019-03-18,Dallas (TX),AAA Batteries (4-pack),4,2019,3,18,0,9.0,6.0
1104,2019-03-18,Boston (MA),ThinkPad Laptop,2,2019,3,18,0,2.0,3.0
1103,2019-03-18,Boston (MA),AAA Batteries (4-pack),10,2019,3,18,0,8.0,7.0
1102,2019-03-18,Austin (TX),ThinkPad Laptop,1,2019,3,18,0,1.0,1.0
1101,2019-03-18,Atlanta (GA),AAA Batteries (4-pack),5,2019,3,18,0,11.0,5.0
1107,2019-03-18,New York City (NY),AAA Batteries (4-pack),10,2019,3,18,0,11.0,15.0
1124,2019-03-19,New York City (NY),ThinkPad Laptop,4,2019,3,19,1,3.0,1.0
1130,2019-03-19,Seattle (WA),AAA Batteries (4-pack),4,2019,3,19,1,5.0,9.0
1129,2019-03-19,San Francisco (CA),ThinkPad Laptop,3,2019,3,19,1,4.0,3.0
1128,2019-03-19,San Francisco (CA),AAA Batteries (4-pack),14,2019,3,19,1,15.0,30.0
1127,2019-03-19,Portland (OR),ThinkPad Laptop,1,2019,3,19,1,2.0,1.0
1126,2019-03-19,Portland (OR),AAA Batteries (4-pack),1,2019,3,19,1,3.0,8.0
1125,2019-03-19,Portland (ME),AAA Batteries (4-pack),3,2019,3,19,1,1.0,3.0
1123,2019-03-19,New York City (NY),AAA Batteries (4-pack),12,2019,3,19,1,10.0,8.0
1115,2019-03-19,Atlanta (GA),AAA Batteries (4-pack),7,2019,3,19,1,5.0,2.0
1121,2019-03-19,Los Angeles (CA),AAA Batteries (4-pack),18,2019,3,19,1,7.0,7.0
1120,2019-03-19,Dallas (TX),ThinkPad Laptop,1,2019,3,19,1,2.0,1.0
1119,2019-03-19,Dallas (TX),AAA Batteries (4-pack),9,2019,3,19,1,4.0,3.0
1118,2019-03-19,Boston (MA),AAA Batteries (4-pack),15,2019,3,19,1,10.0,22.0
1117,2019-03-19,Austin (TX),AAA Batteries (4-pack),6,2019,3,19,1,6.0,4.0
1116,2019-03-19,Atlanta (GA),ThinkPad Laptop,1,2019,3,19,1,1.0,1.0
1122,2019-03-19,Los Angeles (CA),ThinkPad Laptop,2,2019,3,19,1,2.0,1.0
1142,2019-03-20,Portland (OR),AAA Batteries (4-pack),6,2019,3,20,2,1.0,6.0
1143,2019-03-20,San Francisco (CA),AAA Batteries (4-pack),32,2019,3,20,2,14.0,18.0
1141,2019-03-20,Portland (ME),AAA Batteries (4-pack),3,2019,3,20,2,3.0,1.0
1145,2019-03-20,Seattle (WA),AAA Batteries (4-pack),8,2019,3,20,2,4.0,3.0
1146,2019-03-20,Seattle (WA),ThinkPad Laptop,3,2019,3,20,2,1.0,1.0
1144,2019-03-20,San Francisco (CA),ThinkPad Laptop,1,2019,3,20,2,3.0,1.0
1140,2019-03-20,New York City (NY),ThinkPad Laptop,1,2019,3,20,2,4.0,3.0
1139,2019-03-20,New York City (NY),AAA Batteries (4-pack),14,2019,3,20,2,12.0,8.0
1137,2019-03-20,Los Angeles (CA),AAA Batteries (4-pack),18,2019,3,20,2,18.0,13.0
1136,2019-03-20,Dallas (TX),ThinkPad Laptop,1,2019,3,20,2,1.0,2.0
1135,2019-03-20,Dallas (TX),AAA Batteries (4-pack),3,2019,3,20,2,9.0,7.0
1134,2019-03-20,Boston (MA),ThinkPad Laptop,2,2019,3,20,2,2.0,3.0
1133,2019-03-20,Boston (MA),AAA Batteries (4-pack),8,2019,3,20,2,15.0,8.0
1132,2019-03-20,Austin (TX),ThinkPad Laptop,2,2019,3,20,2,1.0,1.0
1131,2019-03-20,Atlanta (GA),AAA Batteries (4-pack),2,2019,3,20,2,7.0,6.0
1138,2019-03-20,Los Angeles (CA),ThinkPad Laptop,2,2019,3,20,2,2.0,3.0
1161,2019-03-21,San Francisco (CA),ThinkPad Laptop,2,2019,3,21,3,1.0,2.0
1163,2019-03-21,Seattle (WA),ThinkPad Laptop,2,2019,3,21,3,3.0,1.0
1162,2019-03-21,Seattle (WA),AAA Batteries (4-pack),3,2019,3,21,3,8.0,1.0
1160,2019-03-21,San Francisco (CA),AAA Batteries (4-pack),20,2019,3,21,3,32.0,18.0
1158,2019-03-21,Portland (OR),AAA Batteries (4-pack),2,2019,3,21,3,6.0,3.0
1157,2019-03-21,Portland (ME),ThinkPad Laptop,1,2019,3,21,3,1.0,
1156,2019-03-21,New York City (NY),ThinkPad Laptop,2,2019,3,21,3,1.0,3.0
1155,2019-03-21,New York City (NY),AAA Batteries (4-pack),12,2019,3,21,3,14.0,7.0
1159,2019-03-21,Portland (OR),ThinkPad Laptop,1,2019,3,21,3,1.0,1.0
1153,2019-03-21,Los Angeles (CA),AAA Batteries (4-pack),25,2019,3,21,3,18.0,20.0
1152,2019-03-21,Dallas (TX),AAA Batteries (4-pack),1,2019,3,21,3,3.0,1.0
1151,2019-03-21,Boston (MA),AAA Batteries (4-pack),4,2019,3,21,3,8.0,11.0
1150,2019-03-21,Austin (TX),ThinkPad Laptop,1,2019,3,21,3,2.0,1.0
1149,2019-03-21,Austin (TX),AAA Batteries (4-pack),2,2019,3,21,3,6.0,6.0
1148,2019-03-21,Atlanta (GA),ThinkPad Laptop,3,2019,3,21,3,1.0,2.0
1147,2019-03-21,Atlanta (GA),AAA Batteries (4-pack),3,2019,3,21,3,2.0,5.0
1154,2019-03-21,Los Angeles (CA),ThinkPad Laptop,1,2019,3,21,3,2.0,2.0
1177,2019-03-22,Seattle (WA),ThinkPad Laptop,1,2019,3,22,4,2.0,1.0
1176,2019-03-22,Seattle (WA),AAA Batteries (4-pack),4,2019,3,22,4,3.0,6.0
1175,2019-03-22,San Francisco (CA),ThinkPad Laptop,3,2019,3,22,4,2.0,1.0
1174,2019-03-22,San Francisco (CA),AAA Batteries (4-pack),13,2019,3,22,4,20.0,17.0
1173,2019-03-22,Portland (ME),AAA Batteries (4-pack),2,2019,3,22,4,3.0,4.0
1172,2019-03-22,New York City (NY),ThinkPad Laptop,2,2019,3,22,4,2.0,1.0
1171,2019-03-22,New York City (NY),AAA Batteries (4-pack),10,2019,3,22,4,12.0,12.0
1167,2019-03-22,Boston (MA),AAA Batteries (4-pack),11,2019,3,22,4,4.0,1.0
1169,2019-03-22,Los Angeles (CA),AAA Batteries (4-pack),21,2019,3,22,4,25.0,8.0
1168,2019-03-22,Dallas (TX),AAA Batteries (4-pack),9,2019,3,22,4,1.0,7.0
1166,2019-03-22,Austin (TX),ThinkPad Laptop,1,2019,3,22,4,1.0,2.0
1165,2019-03-22,Austin (TX),AAA Batteries (4-pack),9,2019,3,22,4,2.0,1.0
1164,2019-03-22,Atlanta (GA),AAA Batteries (4-pack),1,2019,3,22,4,3.0,6.0
1170,2019-03-22,Los Angeles (CA),ThinkPad Laptop,4,2019,3,22,4,1.0,3.0
1187,2019-03-23,Portland (OR),AAA Batteries (4-pack),2,2019,3,23,5,2.0,17.0
1188,2019-03-23,Portland (OR),ThinkPad Laptop,2,2019,3,23,5,1.0,1.0
1183,2019-03-23,Los Angeles (CA),AAA Batteries (4-pack),15,2019,3,23,5,21.0,21.0
1190,2019-03-23,San Francisco (CA),ThinkPad Laptop,3,2019,3,23,5,3.0,2.0
1191,2019-03-23,Seattle (WA),AAA Batteries (4-pack),8,2019,3,23,5,4.0,4.0
1189,2019-03-23,San Francisco (CA),AAA Batteries (4-pack),16,2019,3,23,5,13.0,15.0
1186,2019-03-23,Portland (ME),ThinkPad Laptop,1,2019,3,23,5,1.0,
1181,2019-03-23,Boston (MA),ThinkPad Laptop,3,2019,3,23,5,2.0,1.0
1184,2019-03-23,New York City (NY),AAA Batteries (4-pack),14,2019,3,23,5,10.0,14.0
1182,2019-03-23,Dallas (TX),AAA Batteries (4-pack),12,2019,3,23,5,9.0,3.0
1185,2019-03-23,New York City (NY),ThinkPad Laptop,3,2019,3,23,5,2.0,2.0
1180,2019-03-23,Boston (MA),AAA Batteries (4-pack),7,2019,3,23,5,11.0,11.0
1179,2019-03-23,Austin (TX),AAA Batteries (4-pack),1,2019,3,23,5,9.0,3.0
1178,2019-03-23,Atlanta (GA),AAA Batteries (4-pack),12,2019,3,23,5,1.0,9.0
1203,2019-03-24,Seattle (WA),AAA Batteries (4-pack),10,2019,3,24,6,8.0,10.0
1202,2019-03-24,San Francisco (CA),ThinkPad Laptop,1,2019,3,24,6,3.0,2.0
1201,2019-03-24,San Francisco (CA),AAA Batteries (4-pack),21,2019,3,24,6,16.0,15.0
1200,2019-03-24,Portland (OR),AAA Batteries (4-pack),8,2019,3,24,6,2.0,11.0
1199,2019-03-24,Portland (ME),AAA Batteries (4-pack),1,2019,3,24,6,2.0,2.0
1198,2019-03-24,New York City (NY),ThinkPad Laptop,1,2019,3,24,6,3.0,3.0
1204,2019-03-24,Seattle (WA),ThinkPad Laptop,1,2019,3,24,6,1.0,1.0
1196,2019-03-24,Los Angeles (CA),AAA Batteries (4-pack),13,2019,3,24,6,15.0,24.0
1195,2019-03-24,Dallas (TX),AAA Batteries (4-pack),9,2019,3,24,6,12.0,9.0
1194,2019-03-24,Boston (MA),AAA Batteries (4-pack),4,2019,3,24,6,7.0,8.0
1193,2019-03-24,Atlanta (GA),ThinkPad Laptop,1,2019,3,24,6,3.0,1.0
1192,2019-03-24,Atlanta (GA),AAA Batteries (4-pack),5,2019,3,24,6,12.0,11.0
1197,2019-03-24,New York City (NY),AAA Batteries (4-pack),4,2019,3,24,6,14.0,11.0
1221,2019-03-25,Seattle (WA),ThinkPad Laptop,1,2019,3,25,0,1.0,1.0
1220,2019-03-25,Seattle (WA),AAA Batteries (4-pack),5,2019,3,25,0,10.0,5.0
1219,2019-03-25,San Francisco (CA),ThinkPad Laptop,5,2019,3,25,0,1.0,4.0
1218,2019-03-25,San Francisco (CA),AAA Batteries (4-pack),18,2019,3,25,0,21.0,15.0
1217,2019-03-25,Portland (OR),ThinkPad Laptop,1,2019,3,25,0,2.0,1.0
1216,2019-03-25,Portland (OR),AAA Batteries (4-pack),3,2019,3,25,0,8.0,2.0
1215,2019-03-25,New York City (NY),ThinkPad Laptop,2,2019,3,25,0,1.0,3.0
1214,2019-03-25,New York City (NY),AAA Batteries (4-pack),11,2019,3,25,0,4.0,10.0
1211,2019-03-25,Dallas (TX),AAA Batteries (4-pack),8,2019,3,25,0,9.0,4.0
1212,2019-03-25,Los Angeles (CA),AAA Batteries (4-pack),33,2019,3,25,0,13.0,7.0
1210,2019-03-25,Boston (MA),ThinkPad Laptop,1,2019,3,25,0,3.0,2.0
1209,2019-03-25,Boston (MA),AAA Batteries (4-pack),16,2019,3,25,0,4.0,10.0
1208,2019-03-25,Austin (TX),ThinkPad Laptop,2,2019,3,25,0,1.0,4.0
1207,2019-03-25,Austin (TX),AAA Batteries (4-pack),11,2019,3,25,0,1.0,10.0
1206,2019-03-25,Atlanta (GA),ThinkPad Laptop,1,2019,3,25,0,1.0,3.0
1205,2019-03-25,Atlanta (GA),AAA Batteries (4-pack),7,2019,3,25,0,5.0,5.0
1213,2019-03-25,Los Angeles (CA),ThinkPad Laptop,3,2019,3,25,0,4.0,3.0
1230,2019-03-26,Portland (OR),ThinkPad Laptop,1,2019,3,26,1,1.0,1.0
1231,2019-03-26,San Francisco (CA),AAA Batteries (4-pack),28,2019,3,26,1,18.0,14.0
1229,2019-03-26,New York City (NY),AAA Batteries (4-pack),4,2019,3,26,1,11.0,12.0
1232,2019-03-26,San Francisco (CA),ThinkPad Laptop,3,2019,3,26,1,5.0,3.0
1233,2019-03-26,Seattle (WA),AAA Batteries (4-pack),3,2019,3,26,1,5.0,4.0
1228,2019-03-26,Los Angeles (CA),ThinkPad Laptop,1,2019,3,26,1,3.0,1.0
1223,2019-03-26,Atlanta (GA),ThinkPad Laptop,1,2019,3,26,1,1.0,1.0
1226,2019-03-26,Dallas (TX),AAA Batteries (4-pack),5,2019,3,26,1,8.0,9.0
1225,2019-03-26,Boston (MA),AAA Batteries (4-pack),25,2019,3,26,1,16.0,15.0
1224,2019-03-26,Austin (TX),AAA Batteries (4-pack),4,2019,3,26,1,11.0,3.0
1222,2019-03-26,Atlanta (GA),AAA Batteries (4-pack),9,2019,3,26,1,7.0,7.0
1227,2019-03-26,Los Angeles (CA),AAA Batteries (4-pack),10,2019,3,26,1,33.0,18.0
1247,2019-03-27,Seattle (WA),ThinkPad Laptop,1,2019,3,27,2,1.0,2.0
1246,2019-03-27,Seattle (WA),AAA Batteries (4-pack),4,2019,3,27,2,3.0,8.0
1245,2019-03-27,San Francisco (CA),AAA Batteries (4-pack),32,2019,3,27,2,28.0,32.0
1244,2019-03-27,Portland (OR),AAA Batteries (4-pack),5,2019,3,27,2,3.0,3.0
1243,2019-03-27,Portland (ME),AAA Batteries (4-pack),4,2019,3,27,2,1.0,3.0
1242,2019-03-27,New York City (NY),ThinkPad Laptop,3,2019,3,27,2,2.0,4.0
1241,2019-03-27,New York City (NY),AAA Batteries (4-pack),14,2019,3,27,2,4.0,14.0
1239,2019-03-27,Dallas (TX),ThinkPad Laptop,2,2019,3,27,2,1.0,1.0
1238,2019-03-27,Dallas (TX),AAA Batteries (4-pack),7,2019,3,27,2,5.0,3.0
1237,2019-03-27,Boston (MA),ThinkPad Laptop,1,2019,3,27,2,1.0,1.0
1236,2019-03-27,Boston (MA),AAA Batteries (4-pack),12,2019,3,27,2,25.0,8.0
1235,2019-03-27,Austin (TX),AAA Batteries (4-pack),2,2019,3,27,2,4.0,6.0
1234,2019-03-27,Atlanta (GA),AAA Batteries (4-pack),6,2019,3,27,2,9.0,2.0
1240,2019-03-27,Los Angeles (CA),AAA Batteries (4-pack),8,2019,3,27,2,10.0,18.0
1257,2019-03-28,Portland (OR),AAA Batteries (4-pack),9,2019,3,28,3,5.0,1.0
1262,2019-03-28,Seattle (WA),ThinkPad Laptop,1,2019,3,28,3,1.0,1.0
1261,2019-03-28,Seattle (WA),AAA Batteries (4-pack),2,2019,3,28,3,4.0,3.0
1260,2019-03-28,San Francisco (CA),ThinkPad Laptop,5,2019,3,28,3,3.0,1.0
1259,2019-03-28,San Francisco (CA),AAA Batteries (4-pack),24,2019,3,28,3,32.0,20.0
1258,2019-03-28,Portland (OR),ThinkPad Laptop,1,2019,3,28,3,1.0,1.0
1256,2019-03-28,New York City (NY),AAA Batteries (4-pack),10,2019,3,28,3,14.0,12.0
1248,2019-03-28,Atlanta (GA),AAA Batteries (4-pack),3,2019,3,28,3,6.0,3.0
1254,2019-03-28,Los Angeles (CA),AAA Batteries (4-pack),11,2019,3,28,3,8.0,25.0
1253,2019-03-28,Dallas (TX),AAA Batteries (4-pack),7,2019,3,28,3,7.0,1.0
1252,2019-03-28,Boston (MA),ThinkPad Laptop,1,2019,3,28,3,1.0,1.0
1251,2019-03-28,Boston (MA),AAA Batteries (4-pack),8,2019,3,28,3,12.0,4.0
1250,2019-03-28,Austin (TX),AAA Batteries (4-pack),5,2019,3,28,3,2.0,6.0
1249,2019-03-28,Atlanta (GA),ThinkPad Laptop,1,2019,3,28,3,1.0,1.0
1255,2019-03-28,Los Angeles (CA),ThinkPad Laptop,1,2019,3,28,3,1.0,2.0
1271,2019-03-29,Portland (ME),AAA Batteries (4-pack),2,2019,3,29,4,4.0,1.0
1276,2019-03-29,Seattle (WA),ThinkPad Laptop,1,2019,3,29,4,1.0,3.0
1275,2019-03-29,Seattle (WA),AAA Batteries (4-pack),10,2019,3,29,4,2.0,4.0
1273,2019-03-29,San Francisco (CA),AAA Batteries (4-pack),10,2019,3,29,4,24.0,13.0
1272,2019-03-29,Portland (OR),ThinkPad Laptop,2,2019,3,29,4,1.0,2.0
1270,2019-03-29,New York City (NY),AAA Batteries (4-pack),12,2019,3,29,4,10.0,10.0
1274,2019-03-29,San Francisco (CA),ThinkPad Laptop,1,2019,3,29,4,5.0,2.0
1268,2019-03-29,Los Angeles (CA),AAA Batteries (4-pack),13,2019,3,29,4,11.0,21.0
1267,2019-03-29,Dallas (TX),AAA Batteries (4-pack),1,2019,3,29,4,7.0,9.0
1266,2019-03-29,Boston (MA),ThinkPad Laptop,2,2019,3,29,4,1.0,2.0
1265,2019-03-29,Austin (TX),AAA Batteries (4-pack),8,2019,3,29,4,5.0,2.0
1269,2019-03-29,Los Angeles (CA),ThinkPad Laptop,1,2019,3,29,4,1.0,2.0
1264,2019-03-29,Atlanta (GA),ThinkPad Laptop,1,2019,3,29,4,1.0,1.0
1263,2019-03-29,Atlanta (GA),AAA Batteries (4-pack),6,2019,3,29,4,3.0,1.0
1293,2019-03-30,Seattle (WA),AAA Batteries (4-pack),6,2019,3,30,5,10.0,8.0
1292,2019-03-30,San Francisco (CA),ThinkPad Laptop,3,2019,3,30,5,1.0,3.0
1291,2019-03-30,San Francisco (CA),AAA Batteries (4-pack),21,2019,3,30,5,10.0,16.0
1290,2019-03-30,Portland (OR),ThinkPad Laptop,1,2019,3,30,5,2.0,1.0
1289,2019-03-30,Portland (OR),AAA Batteries (4-pack),7,2019,3,30,5,9.0,6.0
1288,2019-03-30,Portland (ME),AAA Batteries (4-pack),2,2019,3,30,5,2.0,1.0
1287,2019-03-30,New York City (NY),ThinkPad Laptop,3,2019,3,30,5,3.0,1.0
1286,2019-03-30,New York City (NY),AAA Batteries (4-pack),12,2019,3,30,5,12.0,14.0
1294,2019-03-30,Seattle (WA),ThinkPad Laptop,2,2019,3,30,5,1.0,2.0
1284,2019-03-30,Los Angeles (CA),AAA Batteries (4-pack),16,2019,3,30,5,13.0,15.0
1277,2019-03-30,Atlanta (GA),AAA Batteries (4-pack),1,2019,3,30,5,6.0,12.0
1278,2019-03-30,Atlanta (GA),ThinkPad Laptop,2,2019,3,30,5,1.0,1.0
1279,2019-03-30,Austin (TX),AAA Batteries (4-pack),1,2019,3,30,5,8.0,9.0
1285,2019-03-30,Los Angeles (CA),ThinkPad Laptop,3,2019,3,30,5,1.0,2.0
1281,2019-03-30,Boston (MA),ThinkPad Laptop,2,2019,3,30,5,2.0,2.0
1282,2019-03-30,Dallas (TX),AAA Batteries (4-pack),3,2019,3,30,5,1.0,12.0
1283,2019-03-30,Dallas (TX),ThinkPad Laptop,2,2019,3,30,5,2.0,1.0
1280,2019-03-30,Boston (MA),AAA Batteries (4-pack),9,2019,3,30,5,8.0,11.0
1304,2019-03-31,Los Angeles (CA),ThinkPad Laptop,1,2019,3,31,6,3.0,1.0
1310,2019-03-31,Seattle (WA),AAA Batteries (4-pack),5,2019,3,31,6,6.0,10.0
1309,2019-03-31,San Francisco (CA),ThinkPad Laptop,2,2019,3,31,6,3.0,3.0
1308,2019-03-31,San Francisco (CA),AAA Batteries (4-pack),17,2019,3,31,6,21.0,21.0
1307,2019-03-31,Portland (OR),AAA Batteries (4-pack),7,2019,3,31,6,7.0,2.0
1306,2019-03-31,New York City (NY),ThinkPad Laptop,1,2019,3,31,6,3.0,2.0
1305,2019-03-31,New York City (NY),AAA Batteries (4-pack),11,2019,3,31,6,12.0,4.0
1311,2019-03-31,Seattle (WA),ThinkPad Laptop,1,2019,3,31,6,2.0,1.0
1302,2019-03-31,Dallas (TX),ThinkPad Laptop,1,2019,3,31,6,2.0,1.0
1301,2019-03-31,Dallas (TX),AAA Batteries (4-pack),5,2019,3,31,6,3.0,9.0
1300,2019-03-31,Boston (MA),ThinkPad Laptop,2,2019,3,31,6,2.0,2.0
1299,2019-03-31,Boston (MA),AAA Batteries (4-pack),5,2019,3,31,6,9.0,7.0
1298,2019-03-31,Austin (TX),ThinkPad Laptop,1,2019,3,31,6,2.0,1.0
1297,2019-03-31,Austin (TX),AAA Batteries (4-pack),7,2019,3,31,6,1.0,1.0
1296,2019-03-31,Atlanta (GA),ThinkPad Laptop,1,2019,3,31,6,2.0,3.0
1295,2019-03-31,Atlanta (GA),AAA Batteries (4-pack),12,2019,3,31,6,1.0,5.0
1303,2019-03-31,Los Angeles (CA),AAA Batteries (4-pack),11,2019,3,31,6,16.0,13.0
1321,2019-04-01,Portland (ME),AAA Batteries (4-pack),4,2019,4,1,0,2.0,3.0
1327,2019-04-01,Seattle (WA),ThinkPad Laptop,1,2019,4,1,0,1.0,1.0
1326,2019-04-01,Seattle (WA),AAA Batteries (4-pack),3,2019,4,1,0,5.0,5.0
1325,2019-04-01,San Francisco (CA),ThinkPad Laptop,3,2019,4,1,0,2.0,1.0
1324,2019-04-01,San Francisco (CA),AAA Batteries (4-pack),15,2019,4,1,0,17.0,18.0
1323,2019-04-01,Portland (OR),ThinkPad Laptop,1,2019,4,1,0,1.0,1.0
1322,2019-04-01,Portland (OR),AAA Batteries (4-pack),3,2019,4,1,0,7.0,2.0
1320,2019-04-01,New York City (NY),ThinkPad Laptop,1,2019,4,1,0,1.0,2.0
1312,2019-04-01,Atlanta (GA),AAA Batteries (4-pack),10,2019,4,1,0,12.0,7.0
1318,2019-04-01,Los Angeles (CA),AAA Batteries (4-pack),27,2019,4,1,0,11.0,33.0
1317,2019-04-01,Dallas (TX),ThinkPad Laptop,1,2019,4,1,0,1.0,1.0
1316,2019-04-01,Dallas (TX),AAA Batteries (4-pack),7,2019,4,1,0,5.0,8.0
1315,2019-04-01,Boston (MA),ThinkPad Laptop,1,2019,4,1,0,2.0,3.0
1314,2019-04-01,Boston (MA),AAA Batteries (4-pack),8,2019,4,1,0,5.0,4.0
1313,2019-04-01,Atlanta (GA),ThinkPad Laptop,2,2019,4,1,0,1.0,1.0
1319,2019-04-01,New York City (NY),AAA Batteries (4-pack),21,2019,4,1,0,11.0,11.0
1341,2019-04-02,Seattle (WA),AAA Batteries (4-pack),8,2019,4,2,1,3.0,3.0
1340,2019-04-02,San Francisco (CA),ThinkPad Laptop,4,2019,4,2,1,3.0,5.0
1339,2019-04-02,San Francisco (CA),AAA Batteries (4-pack),29,2019,4,2,1,15.0,28.0
1338,2019-04-02,Portland (OR),ThinkPad Laptop,2,2019,4,2,1,1.0,2.0
1337,2019-04-02,Portland (OR),AAA Batteries (4-pack),9,2019,4,2,1,3.0,8.0
1336,2019-04-02,New York City (NY),ThinkPad Laptop,2,2019,4,2,1,1.0,3.0
1335,2019-04-02,New York City (NY),AAA Batteries (4-pack),7,2019,4,2,1,21.0,4.0
1333,2019-04-02,Los Angeles (CA),AAA Batteries (4-pack),26,2019,4,2,1,27.0,10.0
1332,2019-04-02,Dallas (TX),AAA Batteries (4-pack),4,2019,4,2,1,7.0,5.0
1331,2019-04-02,Boston (MA),ThinkPad Laptop,1,2019,4,2,1,1.0,1.0
1330,2019-04-02,Boston (MA),AAA Batteries (4-pack),7,2019,4,2,1,8.0,16.0
1329,2019-04-02,Austin (TX),AAA Batteries (4-pack),3,2019,4,2,1,7.0,11.0
1328,2019-04-02,Atlanta (GA),AAA Batteries (4-pack),2,2019,4,2,1,10.0,9.0
1334,2019-04-02,Los Angeles (CA),ThinkPad Laptop,3,2019,4,2,1,1.0,4.0
1351,2019-04-03,New York City (NY),AAA Batteries (4-pack),13,2019,4,3,2,7.0,14.0
1357,2019-04-03,Seattle (WA),ThinkPad Laptop,1,2019,4,3,2,1.0,1.0
1356,2019-04-03,Seattle (WA),AAA Batteries (4-pack),6,2019,4,3,2,8.0,4.0
1355,2019-04-03,San Francisco (CA),ThinkPad Laptop,3,2019,4,3,2,4.0,3.0
1354,2019-04-03,San Francisco (CA),AAA Batteries (4-pack),15,2019,4,3,2,29.0,32.0
1353,2019-04-03,Portland (OR),AAA Batteries (4-pack),4,2019,4,3,2,9.0,3.0
1352,2019-04-03,New York City (NY),ThinkPad Laptop,2,2019,4,3,2,2.0,1.0
1350,2019-04-03,Los Angeles (CA),ThinkPad Laptop,4,2019,4,3,2,3.0,3.0
1343,2019-04-03,Austin (TX),AAA Batteries (4-pack),3,2019,4,3,2,3.0,4.0
1348,2019-04-03,Dallas (TX),ThinkPad Laptop,1,2019,4,3,2,1.0,2.0
1347,2019-04-03,Dallas (TX),AAA Batteries (4-pack),13,2019,4,3,2,4.0,7.0
1346,2019-04-03,Boston (MA),ThinkPad Laptop,2,2019,4,3,2,1.0,1.0
1345,2019-04-03,Boston (MA),AAA Batteries (4-pack),15,2019,4,3,2,7.0,25.0
1344,2019-04-03,Austin (TX),ThinkPad Laptop,1,2019,4,3,2,1.0,1.0
1342,2019-04-03,Atlanta (GA),AAA Batteries (4-pack),5,2019,4,3,2,2.0,6.0
